Gene name	Human gene name	Human homology type
AURKAIP1	AURKAIP1	ortholog_one2one
SMAD1	SMAD1	ortholog_one2one
Y_RNA	Y_RNA	ortholog_one2one
INTS3	INTS3	ortholog_one2one
CTBP1	CTBP1	ortholog_one2one
LGI2	LGI2	ortholog_one2one
U7	RNU7-128P	ortholog_one2one
		ortholog_one2one
FAF1	FAF1	ortholog_one2one
THEMIS	THEMIS	ortholog_one2one
RABIF	RABIF	ortholog_one2one
RTP4	RTP4	ortholog_one2one
PRKAA2	PRKAA2	ortholog_one2one
SPDEF	SPDEF	ortholog_one2one
SCN5A	SCN5A	ortholog_one2one
TRAK1	TRAK1	ortholog_one2one
MMAA	MMAA	ortholog_one2one
ANKRD66	ANKRD66	ortholog_one2one
RTP1	RTP1	ortholog_one2one
RRP1	RRP1	ortholog_one2one
TNR	TNR	ortholog_one2one
CAMP	CAMP	ortholog_one2one
SSMEM1	SSMEM1	ortholog_one2one
Y_RNA	Y_RNA	ortholog_one2many
ANKUB1	ANKUB1	ortholog_one2one
PACSIN1	PACSIN1	ortholog_one2one
KRTAP15-1	KRTAP15-1	ortholog_one2one
Y_RNA	Y_RNA	ortholog_one2many
SAMD9L	SAMD9L	ortholog_one2one
MATCAP2	MATCAP2	ortholog_one2one
U6	RNU6-507P	ortholog_one2one
PLA2G7	PLA2G7	ortholog_one2one
KRTAP13-4	KRTAP13-4	ortholog_one2one
C5H4orf51	C4orf51	ortholog_one2one
EXOC1	EXOC1	ortholog_one2one
CPA2	CPA2	ortholog_one2one
DBT	DBT	ortholog_one2one
SAMD9	SAMD9	ortholog_one2one
SELE	SELE	ortholog_one2one
	KRTAP13-2	ortholog_many2many
	KRTAP13-1	ortholog_many2many
NR1I3	NR1I3	ortholog_one2one
KLHL12	KLHL12	ortholog_one2one
ZNF589	ZNF589	ortholog_one2one
	KRTAP13-2	ortholog_many2many
	KRTAP13-1	ortholog_many2many
Metazoa_SRP	RN7SL7P	ortholog_one2one
ST6GAL1	ST6GAL1	ortholog_one2one
PLPP3	PLPP3	ortholog_one2one
OLIG3	OLIG3	ortholog_one2one
TDRD6	TDRD6	ortholog_one2one
MXRA8	MXRA8	ortholog_one2one
Metazoa_SRP	Metazoa_SRP	ortholog_one2many
CSTB	CSTB	ortholog_one2one
RNF13	RNF13	ortholog_one2one
SCN10A	SCN10A	ortholog_one2one
Metazoa_SRP	Metazoa_SRP	ortholog_one2one
Y_RNA	Y_RNA	ortholog_one2one
CPA4	CPA4	ortholog_one2one
KRTAP27-1	KRTAP27-1	ortholog_one2one
CDK6	CDK6	ortholog_one2one
Y_RNA	Y_RNA	ortholog_one2one
PYHIN1	PYHIN1	ortholog_one2one
Y_RNA	Y_RNA	ortholog_one2one
	KRTAP26-1	ortholog_one2many
TOMM40L	TOMM40L	ortholog_one2many
PDCD2	PDCD2	ortholog_one2one
	KRTAP26-1	ortholog_one2many
DCK	DCK	ortholog_one2one
NME6	NME6	ortholog_one2one
FBXL2	FBXL2	ortholog_one2one
Metazoa_SRP	RN7SL202P	ortholog_one2many
ZNF827	ZNF827	ortholog_one2one
PDXK	PDXK	ortholog_one2one
PPP1R3G	PPP1R3G	ortholog_one2one
MAEA	MAEA	ortholog_one2one
RSC1A1	RSC1A1	ortholog_one2one
SYNPR	SYNPR	ortholog_one2one
KRTAP24-1	KRTAP24-1	ortholog_one2one
TNFAIP3	TNFAIP3	ortholog_one2one
EEPD1	EEPD1	ortholog_one2one
TBP	TBP	ortholog_one2one
SLC25A27	SLC25A27	ortholog_one2one
SPINK8	SPINK8	ortholog_one2one
PRIMPOL	PRIMPOL	ortholog_one2one
CLDN8	CLDN8	ortholog_one2one
CPA5	CPA5	ortholog_one2one
EPHA6	EPHA6	ortholog_one2one
FAM133B	FAM133B	ortholog_one2many
U6	RNU6-1026P	ortholog_one2one
RPP40	RPP40	ortholog_one2one
APOA2	APOA2	ortholog_one2one
SCN11A	SCN11A	ortholog_one2one
DMRTA2	DMRTA2	ortholog_one2one
FBXW12	FBXW12	ortholog_one2one
U6	RNU6-720P	ortholog_one2one
DVL1	DVL1	ortholog_one2one
SPATA18	SPATA18	ortholog_one2one
PSMB1	PSMB1	ortholog_one2one
NUDT3	RPS10	ortholog_one2one
GUCY1A1	GUCY1A1	ortholog_one2one
RBM48	RBM48	ortholog_one2one
AIM2	AIM2	ortholog_one2one
FCER1G	FCER1G	ortholog_one2one
RSBN1L	RSBN1L	ortholog_one2one
TRIM56	TRIM56	ortholog_one2one
TMEM151B	TMEM151B	ortholog_one2one
	PFN2	ortholog_one2many
METTL18	METTL18	ortholog_one2one
CPA1	CPA1	ortholog_one2one
Metazoa_SRP	RN7SL321P	ortholog_one2one
GRIK1	GRIK1	ortholog_one2one
U6	RNU6-1094P	ortholog_one2one
AGMAT	AGMAT	ortholog_one2one
KHDC4	KHDC4	ortholog_one2one
NFKBIE	NFKBIE	ortholog_one2one
CDYL	CDYL	ortholog_one2one
PTPRK	PTPRK	ortholog_one2one
SNTN	SNTN	ortholog_one2one
SERPINE1	SERPINE1	ortholog_one2one
MCM9	MCM9	ortholog_one2one
RRP1B	RRP1B	ortholog_one2one
SLC35B2	SLC35B2	ortholog_one2one
U6	RNU6-1227P	ortholog_one2one
DNAJC16	DNAJC16	ortholog_one2one
CREB3L2	CREB3L2	ortholog_one2one
U7	RNU7-110P	ortholog_one2one
PLXNB1	PLXNB1	ortholog_one2one
	SCARNA4	ortholog_one2many
	SCARNA4	ortholog_one2many
SUSD5	SUSD5	ortholog_one2one
SNORA80E	SNORA80E	ortholog_one2one
UVSSA	UVSSA	ortholog_one2one
Metazoa_SRP	RN7SL750P	ortholog_one2many
U6	U6	ortholog_one2one
FIRRM	FIRRM	ortholog_one2one
ADIPOQ	ADIPOQ	ortholog_one2one
Y_RNA	Y_RNA	ortholog_one2one
TTK	TTK	ortholog_one2one
Y_RNA	Y_RNA	ortholog_one2one
LRRC66	LRRC66	ortholog_one2one
C2H3orf49	C3orf49	ortholog_one2one
RIT1	RIT1	ortholog_one2one
IFI16	IFI16	ortholog_one2one
NSUN3	NSUN3	ortholog_one2one
GUCY1B1	GUCY1B1	ortholog_one2one
GRSF1	GRSF1	ortholog_one2one
AP1S1	AP1S1	ortholog_one2one
CRTAP	CRTAP	ortholog_one2one
DYNC1I1	DYNC1I1	ortholog_one2one
U4	RNU4-91P	ortholog_one2one
PEX1	PEX1	ortholog_one2one
TMEM178B	TMEM178B	ortholog_one2one
THOC7	THOC7	ortholog_one2one
PERP	PERP	ortholog_one2one
ELAVL4	ELAVL4	ortholog_one2one
LSM6	LSM6	ortholog_one2one
WDR48	WDR48	ortholog_one2one
DHFR2	DHFR2	ortholog_one2one
SEPTIN7	SEPTIN7	ortholog_one2one
ASF1A	ASF1A	ortholog_one2one
TAS1R3	TAS1R3	ortholog_one2one
NDUFS2	NDUFS2	ortholog_one2many
CEP41	CEP41	ortholog_one2one
NKX1-1	NKX1-1	ortholog_one2one
RFC4	RFC4	ortholog_one2one
AKR1D1	AKR1D1	ortholog_one2one
CASP9	CASP9	ortholog_one2one
VGF	VGF	ortholog_one2one
FAM120B	FAM120B	ortholog_one2one
LRRC39	LRRC39	ortholog_one2one
REELD1	REELD1	ortholog_one2one
DCUN1D4	DCUN1D4	ortholog_one2one
ARL13B	ARL13B	ortholog_one2one
NAT16	NAT16	ortholog_one2one
CPTP	CPTP	ortholog_one2one
TSC22D2	TSC22D2	ortholog_one2one
ECI2	ECI2	ortholog_one2one
SYT11	SYT11	ortholog_one2one
		ortholog_one2one
FAM53A	FAM53A	ortholog_one2one
ARFGEF3	ARFGEF3	ortholog_one2one
MOGAT3	MOGAT3	ortholog_one2one
U4	RNU4-78P	ortholog_one2one
HSP90AB1	HSP90AB1	ortholog_one2one
ATXN7	ATXN7	ortholog_one2one
GLB1	GLB1	ortholog_one2one
Y_RNA	Y_RNA	ortholog_one2one
Y_RNA	Y_RNA	ortholog_one2one
CCK	CCK	ortholog_one2one
CYP39A1	CYP39A1	ortholog_one2one
OR6N2	OR6N2	ortholog_one2one
SLBP	SLBP	ortholog_one2one
CELA2B	CELA2B	ortholog_one2one
OR6N1	OR6N1	ortholog_one2one
SLC10A7	SLC10A7	ortholog_one2one
HMGA1	HMGA1	ortholog_one2one
ADIPOR1	ADIPOR1	ortholog_one2one
OR6K6	OR6K6	ortholog_one2one
QKI	QKI	ortholog_one2one
CENPU	CENPU	ortholog_one2one
Metazoa_SRP	RN7SL296P	ortholog_one2one
ASIC5	ASIC5	ortholog_one2one
TRMT13	TRMT13	ortholog_one2one
TMPPE	TMPPE	ortholog_one2one
LYZL4	LYZL4	ortholog_one2one
HBS1L	HBS1L	ortholog_one2one
OR6K3	OR6K3	ortholog_one2one
FAM217A	FAM217A	ortholog_one2one
STX19	STX19	ortholog_one2one
OR6K2	OR6K2	ortholog_one2one
U6	RNU6-511P	ortholog_one2one
TRIM24	TRIM24	ortholog_one2one
CCR4	CCR4	ortholog_one2one
U6	RNU6-652P	ortholog_one2one
PLOD3	PLOD3	ortholog_one2one
	CELA2A	ortholog_one2many
EXOC1L	EXOC1L	ortholog_one2one
	CELA2A	ortholog_one2many
TDO2	TDO2	ortholog_one2one
U6	RNU6-276P	ortholog_one2one
TRIM71	TRIM71	ortholog_one2one
	CTRC	ortholog_one2one
CCDC51	CCDC51	ortholog_one2one
PROS1	PROS1	ortholog_one2one
U1	RNU1-33P	ortholog_one2many
TMEM129	TMEM129	ortholog_one2one
U1	RNU1-33P	ortholog_one2many
EIF4A2	EIF4A2	ortholog_one2one
TMA7	TMA7	ortholog_one2one
NMU	NMU	ortholog_one2one
PRPF4B	PRPF4B	ortholog_one2one
DLL1	DLL1	ortholog_one2one
EFHD2	EFHD2	ortholog_one2one
VIPR1	VIPR1	ortholog_one2one
U1	RNU1-33P	ortholog_one2many
GRM4	GRM4	ortholog_one2one
INTS11	INTS11	ortholog_one2one
FAM184A	FAM184A	ortholog_one2one
EPM2A	EPM2A	ortholog_one2one
CTSO	CTSO	ortholog_one2one
ATRIP	ATRIP	ortholog_one2one
CYB5R1	CYB5R1	ortholog_one2one
U6	RNU6-712P	ortholog_one2many
U6	RNU6-488P	ortholog_one2many
PDCL2	PDCL2	ortholog_one2one
SCYL3	SCYL3	ortholog_one2one
COP1	COP1	ortholog_one2one
CNOT10	CNOT10	ortholog_one2one
U3	U3	ortholog_one2one
GORASP1	GORASP1	ortholog_one2one
SPTA1	SPTA1	ortholog_one2one
FHAD1	FHAD1	ortholog_one2one
SASS6	SASS6	ortholog_one2one
TACC3	TACC3	ortholog_one2one
U1	RNU1-44P	ortholog_one2one
RUFY3	ENAM	ortholog_one2one
FBXO30	FBXO30	ortholog_one2one
HERPUD2	HERPUD2	ortholog_one2one
POU4F2	POU4F2	ortholog_one2one
GON4L	GON4L	ortholog_one2one
PSMD6	PSMD6	ortholog_one2one
FAM50B	FAM50B	ortholog_one2one
	ATP5MC1	ortholog_one2many
TREX1	TREX1	ortholog_one2one
EPHA3	EPHA3	ortholog_one2one
RCAN2	RCAN2	ortholog_one2one
CLOCK	CLOCK	ortholog_one2one
SNORA4	SNORA4	ortholog_one2one
SHISA5	SHISA5	ortholog_one2one
	VAPB	ortholog_one2many
TTC29	TTC29	ortholog_one2one
SHPRH	SHPRH	ortholog_one2one
HPSE	HPSE	ortholog_one2one
PXDC1	PXDC1	ortholog_one2one
U3	U3	ortholog_one2one
FGFR3	FGFR3	ortholog_one2one
TMEM51	TMEM51	ortholog_one2one
SMIM28	SMIM28	ortholog_one2one
PRICKLE2	PRICKLE2	ortholog_one2one
Metazoa_SRP	RN7SL333P	ortholog_one2one
ENPP5	ENPP5	ortholog_one2one
HEBP2	HEBP2	ortholog_one2one
SEC22C	SEC22C	ortholog_one2one
ERMARD	ERMARD	ortholog_one2one
PFKFB4	PFKFB4	ortholog_one2one
ACSL1	ACSL1	ortholog_one2one
PDGFC	PDGFC	ortholog_one2one
MLN	MLN	ortholog_one2one
KAZN	KAZN	ortholog_one2one
TBX20	TBX20	ortholog_one2one
SLC35A3	MFSD14A	ortholog_one2one
ERVW-1	ERVW-1	ortholog_one2one
ENPP4	ENPP4	ortholog_one2one
MEST	MEST	ortholog_one2many
COQ2	COQ2	ortholog_one2one
TTC21A	TTC21A	ortholog_one2one
SVOPL	SVOPL	ortholog_one2one
GATAD1	GATAD1	ortholog_one2one
PUSL1	PUSL1	ortholog_one2one
KIFAP3	KIFAP3	ortholog_one2one
TMEM183A	TMEM183A	ortholog_one2one
CSNKA2IP	CSNKA2IP	ortholog_one2one
BEND5	AGBL4	ortholog_one2one
LEMD2	LEMD2	ortholog_one2one
LAMA2	LAMA2	ortholog_one2one
MIR3662	MIR3662	ortholog_one2one
SLC22A23	SLC22A23	ortholog_one2one
U6	RNU6-739P	ortholog_one2one
NHSL1	NHSL1	ortholog_one2one
MIR335	MIR335	ortholog_one2one
CLIC5	CLIC5	ortholog_one2one
DYNC1LI1	DYNC1LI1	ortholog_one2one
Metazoa_SRP	RN7SL269P	ortholog_one2one
GLRB	GLRB	ortholog_one2one
EDNRA	EDNRA	ortholog_one2one
		ortholog_one2one
NKTR	NKTR	ortholog_one2one
C2H3orf38	C3orf38	ortholog_one2one
PLAC8	PLAC8	ortholog_one2one
U6	RNU6-754P	ortholog_one2one
NTMT2	NTMT2	ortholog_one2one
ADAMTS9	ADAMTS9	ortholog_one2one
IP6K3	IP6K3	ortholog_one2one
LETM1	LETM1	ortholog_one2one
UCN2	UCN2	ortholog_one2one
ZNF654	ZNF654	ortholog_one2one
COPG2	COPG2	ortholog_one2one
KCNAB2	KCNAB2	ortholog_one2one
Metazoa_SRP	RN7SL11P	ortholog_one2one
PSMG4	PSMG4	ortholog_one2one
CMTM6	CMTM6	ortholog_one2one
ZNHIT1	ZNHIT1	ortholog_one2one
RRAGD	RRAGD	ortholog_one2one
MYB	MYB	ortholog_one2one
CLDN14	CLDN14	ortholog_one2one
UQCC2	UQCC2	ortholog_one2one
COPS4	COPS4	ortholog_one2one
U6	RNU6-1265P	ortholog_one2one
CGGBP1	CGGBP1	ortholog_one2one
DPY19L1	DPY19L1	ortholog_one2one
Y_RNA	Y_RNA	ortholog_one2one
GRM1	GRM1	ortholog_one2one
ATP6V0A4	ATP6V0A4	ortholog_one2one
DYNLT2	DYNLT2	ortholog_one2one
RFC1	RFC1	ortholog_one2one
ACAP3	ACAP3	ortholog_one2one
CMTM7	CMTM7	ortholog_one2one
TMEM184C	TMEM184C	ortholog_one2one
GORAB	GORAB	ortholog_one2one
RNU6ATAC6P	RNU6ATAC6P	ortholog_one2one
ADAMTS4	ADAMTS4	ortholog_one2one
TMEM165	TMEM165	ortholog_one2one
RUNX2	RUNX2	ortholog_one2one
UBE2J1	UBE2J1	ortholog_one2one
CCL26	CCL26	ortholog_one2one
CLDN15	CLDN15	ortholog_one2one
U6	RNU6-873P	ortholog_one2one
ANKIB1	ANKIB1	ortholog_one2one
MDFIC2	MDFIC2	ortholog_one2one
PHF10	PHF10	ortholog_one2one
RGS21	RGS21	ortholog_one2one
TMEM63B	TMEM63B	ortholog_one2one
CCDC28A	CCDC28A	ortholog_one2one
GABRR2	GABRR2	ortholog_one2one
TUBB2B	TUBB2B	ortholog_one2one
POU1F1	POU1F1	ortholog_one2one
FIS1	FIS1	ortholog_one2one
CMTM8	CMTM8	ortholog_one2one
Y_RNA	Y_RNA	ortholog_one2one
U6	RNU6-1318P	ortholog_one2one
ARHGAP18	ARHGAP18	ortholog_one2one
PRRX1	PRRX1	ortholog_one2one
PPFIA4	PPFIA4	ortholog_one2one
U6	RNU6-281P	ortholog_one2one
PRDM2	PRDM2	ortholog_one2one
RGS1	RGS1	ortholog_one2one
SPATA6	SPATA6	ortholog_one2one
GABRR1	GABRR1	ortholog_one2one
IFT22	IFT22	ortholog_one2one
PRMT9	PRMT9	ortholog_one2one
ECT2L	ECT2L	ortholog_one2one
TEX47	TEX47	ortholog_one2one
CSRNP1	CSRNP1	ortholog_one2one
C4H6orf120	C6orf120	ortholog_one2one
SRD5A3	SRD5A3	ortholog_one2one
ITGB8	ITGB8	ortholog_one2one
LIN54	LIN54	ortholog_one2one
		ortholog_one2one
CHMP2B	CHMP2B	ortholog_one2one
ITPR3	ITPR3	ortholog_one2one
Metazoa_SRP	RN7SL541P	ortholog_one2one
RGS13	RGS13	ortholog_one2one
PPOX	PPOX	ortholog_one2one
MROH9	MROH9	ortholog_one2one
NSD2	NSD2	ortholog_one2one
GPD1L	GPD1L	ortholog_one2one
U6	RNU6-746P	ortholog_one2one
WDR27	WDR27	ortholog_one2one
MAN1A1	MAN1A1	ortholog_one2one
AGK	AGK	ortholog_one2one
MAGI1	MAGI1	ortholog_one2one
Metazoa_SRP	RN7SL822P	ortholog_one2one
TSGA13	TSGA13	ortholog_one2one
PM20D2	PM20D2	ortholog_one2one
TMEM244	TMEM244	ortholog_one2one
BPHL	BPHL	ortholog_one2one
SCARNA3	SCARNA3	ortholog_one2one
ADGB	ADGB	ortholog_one2one
HIP1	HIP1	ortholog_one2one
VGLL3	VGLL3	ortholog_one2one
SUPT3H	SUPT3H	ortholog_one2one
COL26A1	COL26A1	ortholog_one2one
RGS2	RGS2	ortholog_one2one
KDR	KDR	ortholog_one2one
		ortholog_one2one
DENND11	DENND11	ortholog_one2one
CX3CR1	CX3CR1	ortholog_one2one
KLF14	KLF14	ortholog_one2one
TMEM213	TMEM213	ortholog_one2one
FMO3	FMO3	ortholog_one2one
TRIML2	TRIML2	ortholog_one2one
CCR8	CCR8	ortholog_one2one
GRIA2	GRIA2	ortholog_one2one
THAP9	THAP9	ortholog_one2one
MIR29A	MIR29A	ortholog_one2one
PAPPA2	PAPPA2	ortholog_one2one
ZBTB47	ZBTB47	ortholog_one2one
U6	RNU6-723P	ortholog_one2one
U6	RNU6-173P	ortholog_one2one
mml-mir-29b-1	MIR29B1	ortholog_one2one
L3MBTL3	L3MBTL3	ortholog_one2one
SLC25A38	SLC25A38	ortholog_one2one
OSBPL10	OSBPL10	ortholog_one2one
SRSF12	SRSF12	ortholog_one2one
Metazoa_SRP	RN7SL567P	ortholog_one2one
WEE2	WEE2	ortholog_one2one
KIAA1549	KIAA1549	ortholog_one2one
AGL	AGL	ortholog_one2one
	MSTO1	ortholog_one2many
KLHL40	KLHL40	ortholog_one2one
OR10Z1	OR10Z1	ortholog_one2one
TSPAN2	TSPAN2	ortholog_one2one
SLC25A26	SLC25A26	ortholog_one2one
Y_RNA	Y_RNA	ortholog_one2one
ARHGAP10	ARHGAP10	ortholog_one2one
Metazoa_SRP	RN7SL424P	ortholog_one2one
U6	RNU6-1010P	ortholog_one2one
SLC5A9	SLC5A9	ortholog_one2one
THBS2	THBS2	ortholog_one2one
REPS1	REPS1	ortholog_one2one
U1	RNU1-82P	ortholog_one2one
Metazoa_SRP	RN7SL336P	ortholog_one2one
UCHL5	UCHL5	ortholog_one2one
SCNN1D	SCNN1D	ortholog_one2one
OR6P1	OR6P1	ortholog_one2one
U2	RNU2-61P	ortholog_one2one
SNORA62	SNORA6	ortholog_one2one
		ortholog_one2one
OR6Y1	OR6Y1	ortholog_one2one
MKLN1	MKLN1	ortholog_one2one
SNORA62	SNORA62	ortholog_one2one
TSHB	TSHB	ortholog_one2one
B3GALNT1	B3GALNT1	ortholog_one2one
MACC1	MACC1	ortholog_one2one
U6	RNU6-194P	ortholog_one2one
KIT	KIT	ortholog_one2one
B4GALT3	B4GALT3	ortholog_one2one
PDPN	PDPN	ortholog_one2one
SYCP1	SYCP1	ortholog_one2one
OR10K2	OR10K2	ortholog_one2one
Metazoa_SRP	RN7SL482P	ortholog_one2one
Metazoa_SRP	Metazoa_SRP	ortholog_one2one
SSBP1	SSBP1	ortholog_one2one
U6	RNU6-1288P	ortholog_one2one
UBE2J2	UBE2J2	ortholog_one2one
EXOSC9	EXOSC9	ortholog_one2one
LRRC38	LRRC38	ortholog_one2one
PODXL	PODXL	ortholog_one2one
MOBP	MOBP	ortholog_one2one
RNGTT	RNGTT	ortholog_one2one
Metazoa_SRP	RN7SL255P	ortholog_one2one
U6	RNU6-1272P	ortholog_one2one
USP21	USP21	ortholog_one2one
ASTN1	ASTN1	ortholog_one2one
DAP3	DAP3	ortholog_one2one
MYL10	MYL10	ortholog_one2one
SAMD3	SAMD3	ortholog_one2one
CCDC13	CCDC13	ortholog_one2one
CD1E	CD1E	ortholog_one2one
AHI1	AHI1	ortholog_one2one
ZC3HAV1L	ZC3HAV1L	ortholog_one2one
STT3B	STT3B	ortholog_one2one
C1QTNF12	C1QTNF12	ortholog_one2one
U6	RNU6-334P	ortholog_one2one
UFC1	UFC1	ortholog_one2one
mml-mir-711	MIR711	ortholog_one2one
U6	RNU6-214P	ortholog_one2one
TMEM196	TMEM196	ortholog_one2one
FMO2	FMO2	ortholog_one2one
	PRAMEF19	ortholog_one2many
	PRAMEF18	ortholog_one2many
ZC3HAV1	ZC3HAV1	ortholog_one2one
NPHP4	NPHP4	ortholog_one2one
NPSR1	NPSR1	ortholog_one2one
B3GALT6	B3GALT6	ortholog_one2one
SIKE1	SIKE1	ortholog_one2one
UQCRC1	UQCRC1	ortholog_one2one
	PRAMEF1	ortholog_one2many
	PRAMEF14	ortholog_one2many
	PRAMEF13	ortholog_one2many
	PRAMEF2	ortholog_one2many
TRABD2B	TRABD2B	ortholog_one2one
U6	RNU6-1226P	ortholog_one2one
	PRAMEF27	ortholog_many2many
	PRAMEF26	ortholog_many2many
	PRAMEF5	ortholog_many2many
	PRAMEF15	ortholog_many2many
	PRAMEF6	ortholog_many2many
	PRAMEF4	ortholog_many2many
	PRAMEF11	ortholog_many2many
	PRAMEF25	ortholog_many2many
	PRAMEF9	ortholog_many2many
MYRIP	MYRIP	ortholog_one2one
SDF4	SDF4	ortholog_one2one
SEC31A	SEC31A	ortholog_one2one
DEDD	DEDD	ortholog_one2one
SCARNA18B	SCARNA18B	ortholog_one2one
TMEM89	TMEM89	ortholog_one2one
Y_RNA	Y_RNA	ortholog_one2one
	PRAMEF10	ortholog_many2many
	PRAMEF33	ortholog_many2many
	PRAMEF17	ortholog_many2many
POLR1F	POLR1F	ortholog_one2one
Metazoa_SRP	RN7SL132P	ortholog_one2one
CD1B	CD1B	ortholog_one2one
U6	RNU6-1163P	ortholog_one2one
	PRAMEF10	ortholog_many2many
	PRAMEF33	ortholog_many2many
	PRAMEF17	ortholog_many2many
IFT56	IFT56	ortholog_one2one
RO60	RO60	ortholog_one2one
TAS2R3	TAS2R3	ortholog_one2one
U6	RNU6-438P	ortholog_one2one
	RPL24	ortholog_one2one
TMEM200A	TMEM200A	ortholog_one2one
TAS2R4	TAS2R4	ortholog_one2one
FMO1	FMO1	ortholog_one2one
FOXD2	FOXD2	ortholog_one2one
Y_RNA	Y_RNA	ortholog_one2one
TAS2R5	TAS2R5	ortholog_one2one
BMPER	BMPER	ortholog_one2one
FOXE3	FOXE3	ortholog_one2one
SLC26A6	SLC26A6	ortholog_one2one
CSDE1	CSDE1	ortholog_one2one
SMLR1	SMLR1	ortholog_one2one
PRSS37	PRSS37	ortholog_one2one
	PRAMEF27	ortholog_many2many
	PRAMEF26	ortholog_many2many
	PRAMEF5	ortholog_many2many
	PRAMEF15	ortholog_many2many
	PRAMEF6	ortholog_many2many
	PRAMEF4	ortholog_many2many
	PRAMEF11	ortholog_many2many
	PRAMEF25	ortholog_many2many
	PRAMEF9	ortholog_many2many
TBC1D32	TBC1D32	ortholog_one2one
	HLA-B	ortholog_many2many
	HLA-C	ortholog_many2many
U4	RNU4-56P	ortholog_one2one
TNFRSF4	TNFRSF4	ortholog_one2one
CMPK1	CMPK1	ortholog_one2many
GLRX2	GLRX2	ortholog_one2one
Metazoa_SRP	RN7SL411P	ortholog_one2one
OR9A4	OR9A4	ortholog_one2one
SMOC2	SMOC2	ortholog_one2one
		ortholog_one2one
PRAMEF12	PRAMEF12	ortholog_one2one
NIT1	NIT1	ortholog_one2one
CD1C	CD1C	ortholog_one2one
ABRACL	ABRACL	ortholog_one2one
SNORA73	SNORA73	ortholog_one2one
CLEC5A	CLEC5A	ortholog_one2one
EIF1B	EIF1B	ortholog_one2one
MRPL14	MRPL14	ortholog_one2one
HECA	HECA	ortholog_one2one
CFAP107	CFAP107	ortholog_one2one
TAS2R38	TAS2R38	ortholog_one2one
PFDN2	PFDN2	ortholog_one2one
CNR1	CNR1	ortholog_one2one
TXLNB	TXLNB	ortholog_one2one
TNFRSF18	TNFRSF18	ortholog_one2one
Metazoa_SRP	RN7SL254P	ortholog_one2one
CAPN8	CAPN8	ortholog_one2one
UBN2	UBN2	ortholog_one2one
ENTPD3	ENTPD3	ortholog_one2one
AADACL3	AADACL3	ortholog_one2one
KLHDC9	KLHDC9	ortholog_one2one
BBS9	BBS9	ortholog_one2one
SCARNA22	SCARNA22	ortholog_one2one
STXBP5	STXBP5	ortholog_one2one
STIL	STIL	ortholog_one2one
NR3C2	NR3C2	ortholog_one2one
U3	U3	ortholog_one2one
ACKR2	ACKR2	ortholog_one2one
CITED2	CITED2	ortholog_one2one
AADACL4	AADACL4	ortholog_one2one
SPACA1	SPACA1	ortholog_one2one
CYP8B1	CYP8B1	ortholog_one2one
U6	RNU6-887P	ortholog_one2one
TTLL10	TTLL10	ortholog_one2one
NELFA	NELFA	ortholog_one2one
CDC73	CDC73	ortholog_one2one
DACT2	DACT2	ortholog_one2one
RPL14	RPL14	ortholog_one2one
CUX1	CUX1	ortholog_one2one
KLB	KLB	ortholog_one2one
FMO4	FMO4	ortholog_one2one
DHRS3	DHRS3	ortholog_one2one
MARCKS	MARCKS	ortholog_one2one
NECTIN4	NECTIN4	ortholog_one2one
ZNF662	ZNF662	ortholog_one2one
U6	RNU6-1248P	ortholog_one2one
MMRN1	MMRN1	ortholog_one2one
	EIF1	ortholog_one2one
Y_RNA	Y_RNA	ortholog_one2one
HELT	HELT	ortholog_one2one
U6	RNU6-145P	ortholog_one2one
ASH1L	ASH1L	ortholog_one2one
JCHAIN	JCHAIN	ortholog_one2one
CELSR3	CELSR3	ortholog_one2one
Y_RNA	RNY1P13	ortholog_one2one
ZNF619	ZNF619	ortholog_one2one
SLC7A11	SLC7A11	ortholog_one2one
Metazoa_SRP	RN7SL183P	ortholog_one2one
NRAS	NRAS	ortholog_one2one
	POM121	ortholog_one2many
	POM121C	ortholog_one2many
CKQ732225.1H4orf48	C4orf48	ortholog_one2one
FRMD1	FRMD1	ortholog_one2one
Y_RNA	Y_RNA	ortholog_one2one
U5	RNU5B-2P	ortholog_one2one
AJAP1	AJAP1	ortholog_one2one
		ortholog_one2one
EPB41L2	EPB41L2	ortholog_one2one
HDAC2	HDAC2	ortholog_one2one
mml-mir-488	MIR488	ortholog_one2one
GASK1A	GASK1A	ortholog_one2one
Metazoa_SRP	RN7SL432P	ortholog_one2one
CCSER1	CCSER1	ortholog_one2one
U6	RNU6-784P	ortholog_one2one
VEGFA	VEGFA	ortholog_one2one
AKIRIN2	AKIRIN2	ortholog_one2one
U6	RNU6-520P	ortholog_one2one
BRINP2	BRINP2	ortholog_one2one
U7	RNU7-197P	ortholog_one2one
ARHGAP30	ARHGAP30	ortholog_one2one
ZNF620	ZNF620	ortholog_one2one
KRIT1	KRIT1	ortholog_one2one
POLN	POLN	ortholog_one2one
CAPN2	CAPN2	ortholog_one2one
AMPD1	AMPD1	ortholog_one2one
AMBN	AMBN	ortholog_one2one
Y_RNA	Y_RNA	ortholog_one2one
KIF25	KIF25	ortholog_one2one
Y_RNA	Y_RNA	ortholog_one2one
U4	RNU4-75P	ortholog_one2one
SLC25A4	SLC25A4	ortholog_one2one
NMBR	NMBR	ortholog_one2one
LIAS	LIAS	ortholog_one2one
POMGNT2	POMGNT2	ortholog_one2one
